Otu001,Otu002,Otu003,Otu004,Otu005,Otu006,Otu007,Otu008,Otu009,Otu010,Otu011,Otu012,Otu013,Otu014,Otu015,Otu016,Otu017,Otu018,Otu019,Otu020,Otu021,Otu022,Otu023,Otu024,Otu025,Otu026,Otu027,Otu028,Otu029,Otu030,Otu031,Otu032,Otu033,Otu034,Otu035,Otu036,Otu037,Otu038,Otu039,Otu040,Otu041,Otu042,Otu043,Otu044,Otu045,Otu046,Otu047,Otu048,Otu049,Otu050,Otu051,Otu052,Otu053,Otu054,Otu055,Otu056,Otu058,Otu060,Otu061,Otu062,Otu063,Otu065,Otu066,Otu068,Otu069,Otu070,Otu071,Otu073,Otu074,Otu075,Otu076,Otu079,Otu080,Otu082,Otu083,Otu084,Otu085,Otu087,Otu088,Otu091,Otu095,Otu097,Otu102,Otu105,Otu106,Otu112,Otu113,Bias,model
0.062064614598789584,-0.16442891064156234,0.05132833395542067,0.002471502197488605,0.028364445268181326,0.04802558102016331,0.0031229467086754583,-0.015942007025088974,0.019589754849136626,8.758274303898307e-4,-0.01740043601173178,0.004718856702505616,0.042282412922737364,0.0713715725081256,0,0.05046832830233876,0.043389499561591376,0.0156718038793093,1.0070812666849274e-4,0,0,-0.012167399953943258,0,0.0019512273324098078,0,0.029309017528690393,0,-0.03279617411805373,-0.01847455056067234,0.01880616465517116,0,0,0,-0.08652093348702886,0,0,-0.08652093348702886,0.03078463103927933,-0.04272927828213995,-0.047045100569751544,0.00122961382914805,0,0,0,0,-0.06840973971082152,-0.002173950260715141,0.0470154116379279,0,0.046691250905761414,0,0.0470154116379279,0,0,0,0,0.04617694655891899,-0.06569401437933647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L2_Logistic_Regression
-0.015391792582328168,-0.6253918628398775,0.11408556579776542,0.14643765563239808,0.4840109657793943,0.0338473233783677,0.276423095988905,-0.5417050542516395,0.2909725367739411,-0.33505709876638273,-0.09050709892003629,0.1682160740018158,0.238744582248201,0.12354679293023235,-0.12837229947886997,0.22671909197315773,0.09144776075239469,0.2679200244113461,-0.38323246255857635,0,0.038296278148029994,0.34441269089143495,0,-0.3071647303993568,0.17570997496096652,0.3290194908363095,0,-0.19179945665482906,-0.06777218390871938,0.2863620343014221,0,0,0,0,0,0,0,0.4581723482450347,0,0,-0.0710521099306087,0,0,0,0,0,-0.31670873405814004,0.27663014835113886,0,0,0,0.27663014835113886,0,0.42341317658464,-0.39038557291890197,0,0.2406472192735808,0,0,0,0,0,0,0,0,0,0.17570997496096652,-0.2222837273444764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L2_Logistic_Regression
0.11384554533722512,-0.3719203020058771,0.3783121452896564,0.03203035498103295,0.040922427981895035,0.040361676925367185,0.19668914158940826,-0.5139258911373205,0.129329520822305,-0.1577616346287288,-0.23749561131086006,0.23357612104798323,0.05652562974885757,0.6903777193606883,0.40427779761190175,0.32750599844188716,-0.028201123824045066,0.103463616657844,0.0022181418379592253,0,0.3525732086991084,-0.30109163573193976,0,-0.29900731530229835,0,0.06664822487506782,0,0.05016784544726793,-0.11843747432902865,0.1241563399894128,0,0,0,-0.32094162469856363,0,0,-0.32094162469856363,0.4400574173948496,-0.38238967966857396,0,-0.041775179585332126,0,0,0,0,-0.26298648380182754,0,0.310390849973532,0,0,0,0.310390849973532,0,0.3525732086991084,-0.35446996296839123,0,0.3010070726836076,-0.23342522137913937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L2_Logistic_Regression
0.4498971983647603,-0.7720097421482032,0.12866816043356272,0.14024827952362473,-0.06458024917008266,0.3174840451802954,0.1352226065923613,-0.18900590748395352,0.3020267757076442,-0.015998489032782944,-0.2832389177150509,0.12165511893800672,-0.023831248965974154,0.07492661889739098,0.1419890662959577,0.016572850671546638,0.18893063007862665,0.2797896274948439,-0.43722644087163437,0,-0.009854413265272062,0.26551569002714676,0,-0.12424583306907477,0.1908410346436428,0.3297990429327542,0,-0.3076187294009738,-0.3938769383093826,0.29757934606508407,0,0,0,-0.3972229114076031,0,0,0.03859870074554221,0.31811726336770346,-0.17680184953512262,-0.29720614280516333,-0.02426944166926231,0,0,0,0,-0.3856070675727246,-0.04989867097756581,0.2668457785536033,0,0.3380180797268178,0,0.2668457785536033,0,0,-0.3427654554568246,0,0,0,0,0,0,0,0,0,0,0,0.1908410346436428,-0.38949993862076526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L2_Logistic_Regression
0.09086302089270663,-0.13161368869375303,0.011462628797680058,0.04050818243724171,-0.03365557412266563,0.05686277260906779,0.055334231967438696,-0.04119231573484798,0.05920088878181772,-0.03938510120975065,-0.07913631198217806,0.0733018927918613,-0.03922358966619001,0.08229975300787835,-0.016072210319293543,0.0022020009200895835,0.004639231493895804,0.05547800318095296,-0.048114676837761564,0,-0.04821663095788063,-0.05501947921748877,0,-0.010934518110396635,0.04058646077749396,0.010214513255758019,0,0.008356543695230763,-0.042464053526373106,0.058456311661644764,0,0,0,-0.04228909495511681,0,0,-0.04228909495511681,0,-0.06323280860812758,-0.04429351935780496,-0.001224405072700591,0,0,0,0,-0.0865258136983878,0.04642206486223639,0.044674627210376995,0,0.04642206486223639,0,0.044674627210376995,0,0,-0.047042086927702065,0,0,0,0,0,0,0,0,0,0,0,0.04058646077749396,-0.06874367458110758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L2_Logistic_Regression
0.20916002385694854,-0.25440611925144424,0.10802935142917086,-0.006373007780821203,-0.026995904558930042,0.0016060234258722086,0.01857621007586034,-0.10268347331591418,0.04491712028789639,-0.028201500564515695,-0.17532094400282378,0.017789105874028672,-0.08816947781004271,0.14010670118518426,0.14248025655274585,0.010949550157277462,-0.09372907645582708,0.035933696230317114,-0.1239091836535387,0,-0.017100575451513896,-0.07943307425718979,0,-0.09368271371526002,0,0.13067222939925394,0,0,0.017304341265702697,0.04312043547638054,0,0,0,-0.09157667084829617,0,0,0.017789422586311963,0.1116140148202726,-0.04540524912013174,-0.09745529788261123,-6.37889604168003e-5,0,0,0,0,-0.14286054700274295,0,0.10780108869095135,0,0,0,0.10780108869095135,-0.14109887210790117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L2_Logistic_Regression
0.23780497927434496,-0.3459904445394919,0.0970815129049384,-0.006538916430506037,0.01687589082649985,-0.013700352249898283,0.006963309653700237,-0.1749548818043163,0.04105620863251724,-0.11215425653180075,-0.16510757116691863,0.03375238827834813,-0.01219485484275939,0.17075481965801556,0.031928600707827756,0.009568741012469961,-0.05088338752559102,0.03284496690601378,-0.12712106848586413,0,0.09059333754233632,0.07862093944554421,0,-0.09515091581060095,0,0.11808744504419012,0,0.019706561081002185,-0.1000914349233107,0.03941396028721655,0,0,0,-0.18963428220300668,0,0,-0.07667877463599586,0.17424447682780897,-0.08379533565543573,-0.10348234229601222,0.09853490071804136,0,0,0,0,-0.14538001012373009,0,0.09853490071804136,0,0,0,0.09853490071804136,0,0.10776304298586387,-0.16031857726995333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L2_Logistic_Regression
0.30215270887344003,-0.34926172459573535,0.010307188716231394,0.1331688582696974,-0.11117168357924496,0.1950929439630866,0.17849260039795947,-0.3450623516803701,0.1390793464145083,-0.08899541934389499,-0.2750031881564579,-0.01318321891953167,-0.13973687616118735,0.36721829695939107,0.20661586942123006,0.010617582710690056,0.024050010202681302,0.1390793464145083,0.0016030288991462699,0,0,-0.049134140830391186,0,-0.2469752671554184,0.1390793464145083,0.3147504633448436,0,0.0399280342780396,-0.05567941267118161,0.1390793464145083,0,0,0,-0.1439474037010599,0,0,-0.1439474037010599,0.18735553292645737,-0.21420797686265458,-0.16572985264075477,0,0,0,0,0,-0.3105008775446247,0.17625577800107098,0,0,0.17625577800107098,0,0,0,0,-0.19951223721402897,0,0,0,0,0,0,0,0,0,0,0,0.1390793464145083,-0.17198587024919795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L2_Logistic_Regression
0.34976346418981724,-0.6917361036091098,0.47661774509415256,0.1537030825112019,0.08716420067435504,-0.05260712155985497,0.19721240662449682,-0.5687787768300957,0.22788553219603386,-0.22362040141264317,-0.03775803352291555,-0.12691318296929555,0.02431889965486162,0.38439300645339536,0.42937494680871646,0.2801477795316705,-0.038689583520544434,0.22788553219603386,-0.42221552975854454,0,-0.13319795043441277,-0.2554404178794469,0,-0.5221488487235578,0.22788553219603386,0.08537351068784807,0,-0.19968791621112492,-0.2594164488108597,0.22788553219603386,0,0,0,0,0,0,0.29413414828082746,0.20832017316044626,-0.1706801902046708,0,-0.2498640405830678,0,0,0,0,-0.1706801902046708,-0.33637194753002847,0,0,0,0,0,0,0,-0.37910044084893485,0,0.31248025974066945,0,0,0,0,0,0,0,0,0,0.22788553219603386,-0.29222774873964463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L2_Logistic_Regression
0.11971370149223506,-0.2509368991092995,0.3127438085588486,0.1489820577613306,-0.017993988334412334,0.3162873064616135,0.26721895308211713,-0.278069115623894,0.2117754615631069,-0.2575912905392581,-0.3659878718160126,0.006793126056595413,-0.20527230854438153,0.4650775031693423,0.1116458344322558,0.05195651343235425,0.05817689015159729,0.2117754615631069,-0.46331966280668563,0,0.2949907835006945,-0.47742867318383564,0,-0.2626021199720303,0.2117754615631069,0.08595096387142824,0,0,0.1102914015716035,0.2117754615631069,0,0,0,-0.5197345949057344,0,0,-0.11721478975979474,0,-0.10909005393173846,-0.2621015714303976,-0.3167258536290505,0,0,0,0,-0.371191625362136,0.3002174094605572,0,0,0.3002174094605572,0,0,0,0.3625730853498669,0,0,0,0,0,0,0,0,0,0,0,0,0.2117754615631069,-0.2176281259922731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L2_Logistic_Regression
